policy,run_id,student_id,test_id,persona,total_marks,total_score,expected_marks,expected_score,negative_penalty_total,score_per_minute,marks_per_minute,total_time_sec,overtime_sec,overtime_violation,accuracy,n_questions,unique_topics,easy_count,medium_count,hard_count,negative_marking_enabled,negative_penalty_ratio
dkt_timebudget,0,53,s53_t19,Strong Performer,104.0,90.5,80.69995297988257,61.3749412248532,13.5,1.4741527805495722,1.6940540240569668,3683.471667011113,83.47166701111291,1,0.6122448979591837,49,25,25,23,1,True,0.25
gkt_timebudget,0,53,s53_t19,Strong Performer,84.0,65.5,82.20694746573767,63.25868433217208,18.5,1.0669282555358783,1.368274404046012,3683.471667011113,83.47166701111246,1,0.5306122448979592,49,25,25,23,1,True,0.25
bkt_timebudget,0,53,s53_t19,Strong Performer,90.0,77.0,76.62083816718804,60.27604770898502,13.0,1.4593921074558345,1.7057829827405857,3165.701648239053,0.0,0,0.6046511627906976,43,24,21,21,1,True,0.25
mars_timebudget,0,53,s53_t9,Strong Performer,50.0,43.5,52.79044533874937,46.9880566734367,6.5,1.5150703577566755,1.741460181329512,1722.6922740832697,0.0,0,0.7391304347826086,23,16,9,14,0,True,0.25
dkt_timebudget,0,53,s53_t9,Strong Performer,56.0,38.0,64.82486703985452,49.03108379981816,18.0,1.029377175877063,1.5169768907661976,2214.931565834813,0.0,0,0.5,30,19,9,15,6,True,0.25
gkt_timebudget,0,53,s53_t9,Strong Performer,60.0,43.0,66.13015386455774,50.66269233069718,17.0,1.1648215411240443,1.625332382963783,2214.931565834813,0.0,0,0.5,30,19,9,15,6,True,0.25
bkt_timebudget,0,53,s53_t9,Strong Performer,62.0,45.5,65.00918953930797,49.26148692413496,16.5,1.2325437237475354,1.6795101290625756,2214.931565834813,0.0,0,0.4666666666666667,30,19,9,15,6,True,0.25
mars_timebudget,0,105,s105_t18,Competent,76.0,67.5,77.58139611782026,69.47674514727532,8.5,1.581436201304541,1.7805800192465946,2560.963253945444,0.0,0,0.75,36,20,18,15,3,True,0.25
dkt_timebudget,0,105,s105_t18,Competent,92.0,79.0,73.10531012614568,55.381637657682106,13.0,1.653622183901922,1.925737226822492,2866.434694783421,0.0,0,0.6,40,20,18,15,7,True,0.25
gkt_timebudget,0,105,s105_t18,Competent,78.0,61.5,75.35733882983526,58.19667353729408,16.5,1.2873134722780786,1.6326902575234168,2866.434694783421,0.0,0,0.475,40,20,18,15,7,True,0.25
bkt_timebudget,0,105,s105_t18,Competent,66.0,46.5,73.46664989025443,55.83331236281804,19.5,0.9733345766004986,1.3815071409813529,2866.4346947834206,0.0,0,0.5,40,20,18,15,7,True,0.25
mars_timebudget,0,112,s112_t13,Competent,60.0,56.5,57.3663896402956,53.20798705036949,3.5,1.7491755286906168,1.8575315348926904,1938.0559265756808,0.0,0,0.84,25,18,12,13,0,True,0.25
dkt_timebudget,0,112,s112_t13,Competent,68.0,57.0,56.29013014975048,42.362662687188106,11.0,1.466825451002303,1.7498970292659055,2331.565761736043,0.0,0,0.6333333333333333,30,21,12,13,5,True,0.25
gkt_timebudget,0,112,s112_t13,Competent,58.0,44.5,58.75981618109204,45.44977022636505,13.5,1.1451532029754825,1.492559230844449,2331.5657617360425,0.0,0,0.6,30,21,12,13,5,True,0.25
bkt_timebudget,0,112,s112_t13,Competent,66.0,54.5,56.86579879767813,43.082248497097645,11.5,1.402491001396939,1.6984294695816142,2331.565761736043,0.0,0,0.5,30,21,12,13,5,True,0.25
mars_timebudget,0,122,s122_t14,Competent,54.0,44.0,68.18166429910795,61.72708037388497,10.0,1.162271851164704,1.4264245446112278,2271.4135228814803,0.0,0,0.6774193548387096,31,21,13,17,1,True,0.25
dkt_timebudget,0,122,s122_t14,Competent,102.0,88.5,80.07081858531849,61.08852323164811,13.5,1.8109638312738905,2.087212551298721,2932.1402825945866,0.0,0,0.65,40,23,13,18,9,True,0.25
gkt_timebudget,0,122,s122_t14,Competent,72.0,51.0,81.39885417835133,62.74856772293916,21.0,1.043606275649361,1.4733265067990975,2932.1402825945856,0.0,0,0.425,40,23,13,18,9,True,0.25
bkt_timebudget,0,122,s122_t14,Competent,110.0,98.5,81.8952678299163,63.36908478739532,11.5,2.015592512773765,2.250915496498621,2932.1402825945866,0.0,0,0.75,40,23,13,18,9,True,0.25
mars_timebudget,0,125,s125_t12,Competent,104.0,90.5,117.20853212549424,107.01066515686774,13.5,1.514941962623067,1.7409277802519223,3584.2957248330176,0.0,0,0.74,50,26,22,25,3,True,0.25
dkt_timebudget,0,125,s125_t12,Competent,84.0,54.5,104.30254064003628,79.87817580004534,29.5,0.9221690165653282,1.4213247227795884,3545.987710777037,0.0,0,0.38,50,26,13,28,9,True,0.25
gkt_timebudget,0,125,s125_t12,Competent,92.0,64.5,105.58533946673076,81.48167433341345,27.5,1.0912862772867855,1.5565633722540198,3546.273860990721,0.0,0,0.46,50,27,13,28,9,True,0.25
bkt_timebudget,0,125,s125_t12,Competent,122.0,106.0,105.65233977610124,85.5654247201265,16.0,1.78253746734658,2.0515997265687056,3567.9474437456074,0.0,0,0.64,50,28,20,23,7,True,0.25
mars_timebudget,0,133,s133_t10,Competent,80.0,66.0,91.29685742138386,80.12107177672983,14.0,1.3542033518476364,1.6414586083001652,2924.2284732179173,0.0,0,0.6923076923076923,39,22,15,23,1,True,0.25
dkt_timebudget,0,133,s133_t10,Competent,72.0,54.0,73.30647757966467,55.633096974580845,18.0,1.0682755125544316,1.4243673500725755,3032.925459699623,0.0,0,0.5,40,23,15,23,2,True,0.25
gkt_timebudget,0,133,s133_t10,Competent,74.0,56.5,75.11013427693793,57.88766784617241,17.5,1.1177327122097294,1.4639331097968136,3032.9254596996234,0.0,0,0.5,40,23,15,23,2,True,0.25
bkt_timebudget,0,133,s133_t10,Competent,74.0,57.5,73.09380854769032,56.36726068461291,16.5,1.165777308075398,1.500304709523121,2959.398828662796,0.0,0,0.5384615384615384,39,22,15,22,2,True,0.25
mars_timebudget,0,136,s136_t10,Average Learner,74.0,67.0,76.87168957238526,70.58961196548158,7.0,1.5753122303345046,1.7398970902201991,2551.875064885636,0.0,0,0.8181818181818182,33,20,16,16,1,True,0.25
dkt_timebudget,0,136,s136_t10,Average Learner,102.0,88.0,80.85029301040888,61.5628662630111,14.0,1.7128452307957038,1.9853433356950203,3082.5902452069013,0.0,0,0.675,40,21,16,16,8,True,0.25
gkt_timebudget,0,136,s136_t10,Average Learner,94.0,78.0,82.10147890442133,63.126848630526666,16.0,1.518203727296192,1.829630132895411,3082.5902452069013,0.0,0,0.525,40,21,16,16,8,True,0.25
bkt_timebudget,0,136,s136_t10,Average Learner,98.0,83.0,83.95127790831353,65.43909738539192,15.0,1.615524479045948,1.907486734295216,3082.5902452069013,0.0,0,0.6,40,21,16,16,8,True,0.25
mars_timebudget,0,136,s136_t17,Average Learner,66.0,57.5,69.07357424329193,61.34196780411492,8.5,1.549786925483684,1.7788858622943156,2226.112469572722,0.0,0,0.7666666666666667,30,21,13,16,1,True,0.25
dkt_timebudget,0,136,s136_t17,Average Learner,52.0,40.0,51.04283161958059,38.80353952447574,12.0,1.0781126438147366,1.4015464369591577,2226.1124695727226,0.0,0,0.5333333333333333,30,21,13,16,1,True,0.25
gkt_timebudget,0,136,s136_t17,Average Learner,50.0,37.5,52.62155111630758,40.77693889538448,12.5,1.0107306035763153,1.3476408047684203,2226.112469572723,0.0,0,0.5,30,21,13,16,1,True,0.25
bkt_timebudget,0,136,s136_t17,Average Learner,48.0,35.0,51.67132492648682,39.58915615810854,13.0,0.9433485633378944,1.2937351725776836,2226.112469572723,0.0,0,0.4666666666666667,30,21,13,16,1,True,0.25
mars_timebudget,0,136,s136_t4,Average Learner,112.0,97.0,121.29579449246152,108.61974311557692,15.0,1.6324022259952191,1.8848355599120057,3565.2977601471644,0.0,0,0.7,50,18,19,30,1,True,0.25
dkt_timebudget,0,136,s136_t4,Average Learner,114.0,93.5,101.68211700060428,78.10264625075536,20.5,1.5849778393250156,1.932486349551356,3539.481663913418,0.0,0,0.56,50,20,16,29,5,True,0.25
gkt_timebudget,0,136,s136_t4,Average Learner,110.0,88.5,102.26378436424793,78.82973045530991,21.5,1.5002196660990788,1.8646798109706064,3539.4816639134183,0.0,0,0.56,50,20,16,29,5,True,0.25
bkt_timebudget,0,136,s136_t4,Average Learner,116.0,98.0,112.56439735437056,93.70549669296317,18.0,1.636576131917982,1.93717174798455,3592.8667694236424,0.0,0,0.64,50,19,17,29,4,True,0.25
mars_timebudget,0,138,s138_t20,Average Learner,104.0,94.0,106.31456585034005,96.89320731292509,10.0,1.5819622780005216,1.7502561373622791,3565.192469145677,0.0,0,0.7755102040816326,49,21,27,21,1,True,0.25
dkt_timebudget,0,138,s138_t20,Average Learner,110.0,85.5,105.64329169856175,80.05411462320222,24.5,1.4486306442351105,1.8637353317644696,3541.2753557403066,0.0,0,0.52,50,21,21,18,11,True,0.25
gkt_timebudget,0,138,s138_t20,Average Learner,58.0,20.5,107.3787130581008,82.22339132262601,37.5,0.3473324936470147,0.9826968112939928,3541.275355740307,0.0,0,0.36,50,21,21,18,11,True,0.25
bkt_timebudget,0,138,s138_t20,Average Learner,118.0,96.0,115.96373124019392,93.4546640502424,22.0,1.5800010172899444,1.9420845837522236,3645.5672730386527,45.56727303865273,1,0.58,50,21,21,19,10,True,0.25
mars_timebudget,0,153,s153_t2,Average Learner,106.0,101.5,90.56772373761456,82.20965467201825,4.5,2.192061908878237,2.289246919616681,2778.2062063732906,0.0,0,0.8918918918918919,37,23,14,22,1,True,0.25
dkt_timebudget,0,153,s153_t2,Average Learner,104.0,92.0,77.13642883512145,58.42053604390182,12.0,1.8329814299195497,2.072065964256882,3011.487137784192,0.0,0,0.65,40,23,14,22,4,True,0.25
gkt_timebudget,0,153,s153_t2,Average Learner,42.0,14.5,78.36593747350341,59.95742184187927,27.5,0.2888938123242768,0.8367958701806638,3011.4871377841923,0.0,0,0.3,40,23,14,22,4,True,0.25
bkt_timebudget,0,153,s153_t2,Average Learner,74.0,54.5,74.80092374522818,55.50115468153516,19.5,1.0858422601153854,1.474354628413551,3011.487137784192,0.0,0,0.525,40,23,14,22,4,True,0.25
mars_timebudget,0,153,s153_t8,Average Learner,138.0,130.5,129.24547540576197,119.5568442572024,7.5,2.158945676151209,2.2830230138610488,3626.770273330212,26.77027333021215,1,0.8541666666666666,48,23,14,31,3,True,0.25
dkt_timebudget,0,153,s153_t8,Average Learner,94.0,70.5,95.8300079362733,72.78750992034162,23.5,1.1676298443012836,1.5568397924017114,3622.723434695399,22.723434695398737,1,0.5,48,24,11,31,6,True,0.25
gkt_timebudget,0,153,s153_t8,Average Learner,106.0,85.5,97.58379825523922,74.97974781904901,20.5,1.416061726067514,1.7555852978146955,3622.7234346954,22.723434695399646,1,0.5625,48,24,11,31,6,True,0.25
bkt_timebudget,0,153,s153_t8,Average Learner,132.0,121.5,98.0591739921336,79.07396749016696,10.5,2.0031683518146,2.1762816661689484,3639.234811889996,39.234811889995854,1,0.7916666666666666,48,23,17,27,4,True,0.25
mars_timebudget,0,158,s158_t10,Average Learner,106.0,101.0,89.01899995426479,79.773749942831,5.0,2.120403421349617,2.2253738877530638,2857.9467185272065,0.0,0,0.8918918918918919,37,19,14,20,3,True,0.25
dkt_timebudget,0,158,s158_t10,Average Learner,38.0,9.5,76.38397317513441,57.47996646891802,28.5,0.1871846736153309,0.7487386944613236,3045.1211041528118,0.0,0,0.325,40,20,14,20,6,True,0.25
gkt_timebudget,0,158,s158_t10,Average Learner,80.0,62.0,78.45635049923872,60.07043812404841,18.0,1.221626290963212,1.5762919883396287,3045.1211041528118,0.0,0,0.55,40,20,14,20,6,True,0.25
bkt_timebudget,0,158,s158_t10,Average Learner,72.0,52.0,76.59394715805213,57.742433947565175,20.0,1.0245897924207588,1.418662789505666,3045.121104152811,0.0,0,0.5,40,20,14,20,6,True,0.25
mars_timebudget,0,166,s166_t19,Average Learner,90.0,72.5,102.25611774268204,87.82014717835258,17.5,1.255890532584294,1.5590365232080892,3463.677675034972,0.0,0,0.6739130434782609,46,23,18,26,2,True,0.25
dkt_timebudget,0,166,s166_t19,Average Learner,68.0,36.0,100.29155996435404,76.36444995544255,32.0,0.5986410486896324,1.130766425302639,3608.172217271154,8.17221727115384,1,0.3958333333333333,48,21,16,26,6,True,0.25
gkt_timebudget,0,166,s166_t19,Average Learner,82.0,53.5,101.40682396286248,77.75852995357812,28.5,0.8896471140248705,1.3635712775708295,3608.172217271154,8.17221727115384,1,0.4791666666666667,48,21,16,26,6,True,0.25
bkt_timebudget,0,166,s166_t19,Average Learner,102.0,78.5,102.3136159982066,78.8920199977583,23.5,1.304459775207917,1.6949668416714334,3610.690102919637,10.690102919636956,1,0.625,48,22,16,26,6,True,0.25
mars_timebudget,0,180,s180_t17,Average Learner,68.0,63.0,66.77682469655147,61.47103087068932,5.0,1.7075845173111135,1.843107098050091,2213.6532403984675,0.0,0,0.8214285714285714,28,20,9,19,0,True,0.25
dkt_timebudget,0,180,s180_t17,Average Learner,44.0,29.0,52.27203859936478,39.34004824920597,15.0,0.7358903677712825,1.1165233166184976,2364.4826406272496,0.0,0,0.4666666666666667,30,20,9,19,2,True,0.25
gkt_timebudget,0,180,s180_t17,Average Learner,62.0,51.5,54.04955430876496,41.56194288595619,10.5,1.3068397910421052,1.5732828552351557,2364.4826406272496,0.0,0,0.5,30,20,9,19,2,True,0.25
bkt_timebudget,0,180,s180_t17,Average Learner,52.0,39.0,54.02300815611998,41.52876019514997,13.0,0.9896456670027592,1.319527556003679,2364.4826406272496,0.0,0,0.4666666666666667,30,20,9,19,2,True,0.25
mars_timebudget,0,194,s194_t16,Average Learner,152.0,145.5,140.20033290508823,130.75041613136017,6.5,2.4883905272395843,2.599555739796679,3508.2917670822126,0.0,0,0.9,50,22,17,32,1,True,0.25
dkt_timebudget,0,194,s194_t16,Average Learner,114.0,89.5,109.55581437216864,83.94476796521081,24.5,1.530304249685565,1.949214351554798,3509.106114750309,0.0,0,0.56,50,23,12,31,7,True,0.25
gkt_timebudget,0,194,s194_t16,Average Learner,134.0,114.5,111.09613262282475,85.87016577853097,19.5,1.957273082095104,2.2906077991331344,3509.98542965002,0.0,0,0.64,50,23,12,31,7,True,0.25
bkt_timebudget,0,194,s194_t16,Average Learner,110.0,86.0,113.18605862617004,89.98257328271251,24.0,1.4644549720369822,1.873140080512419,3523.495155895919,0.0,0,0.56,50,23,14,30,6,True,0.25
mars_timebudget,0,206,s206_t11,Developing,120.0,114.5,111.4849890505292,103.85623631316147,5.5,1.9902784506590283,2.085881345668851,3451.778316609508,0.0,0,0.8913043478260869,46,25,19,27,0,True,0.25
dkt_timebudget,0,206,s206_t11,Developing,84.0,61.5,87.6023491876466,66.00293648455823,22.5,1.0083760426083082,1.3772941069772011,3659.3491357205294,59.349135720529375,1,0.5102040816326531,49,25,19,26,4,True,0.25
gkt_timebudget,0,206,s206_t11,Developing,100.0,81.5,90.86631974152156,70.08289967690195,18.5,1.336303210936213,1.639635841639525,3659.3491357205294,59.349135720530285,1,0.5918367346938775,49,25,19,26,4,True,0.25
bkt_timebudget,0,206,s206_t11,Developing,80.0,56.5,85.5506244867861,63.438280608482586,23.5,0.926394250526332,1.3117086733116206,3659.349135720529,59.34913572052892,1,0.5306122448979592,49,25,19,26,4,True,0.25
mars_timebudget,0,210,s210_t1,Developing,52.0,44.0,57.32077465828622,50.65096832285779,8.0,1.244384672947926,1.4706364316657308,2121.530469951776,0.0,0,0.7407407407407407,27,17,11,15,1,True,0.25
dkt_timebudget,0,210,s210_t1,Developing,60.0,48.0,54.56140837066889,41.20176046333612,12.0,1.2252069904845362,1.5315087381056702,2350.623219070141,0.0,0,0.5666666666666667,30,18,11,15,4,True,0.25
gkt_timebudget,0,210,s210_t1,Developing,60.0,48.0,56.85485360019923,44.06856700024903,12.0,1.2252069904845362,1.5315087381056702,2350.623219070141,0.0,0,0.5,30,18,11,15,4,True,0.25
bkt_timebudget,0,210,s210_t1,Developing,84.0,78.0,60.50598501039456,48.63248126299317,6.0,1.9909613595373712,2.144112233347938,2350.623219070141,0.0,0,0.8333333333333334,30,18,11,15,4,True,0.25
